Simeulue	LOC
,	O
penanganan	EVENT
fisik	O
secara	O
permanen	O
akan	O
dilakukan	O
pada	O
Tahun	EVENT
Anggaran	EVENT
2025	TIME
.	O

“Ini	O
nanti	O
kita	O
coba	O
gunakan	O
anggaran	O
mendesak	EVENT
,	O
tapi	O
ini	O
belum	O
bisa	O
kami	O
jawab	O
dulu	O
,	O
kami	O
lihat	O
dulu	O
kemampuannya	O
,	O
"	O
sebut	O
Zulfatah	O
.	O

Di	O
ruas	O
jalan	O
Pulau	LOC
Bangkalak	LOC
dan	O
Desa	LOC
Lataling	LOC
terjadi	O
dua	O
titik	O
longsor	EVENT
yang	O
cukup	O
parah	O
.	O

Menurut	O
Zulfatah	O
,	O
jalan	O
yang	O
longsor	EVENT
itu	O
belum	O
dapat	O
diperbaiki	O
secara	O
permanen	O
karena	O
terdapat	O
gorong-gorong	O
di	O
bawahnya	O
yang	O
bisa	O
terganggu	O
jika	O
langsung	O
ditimbun	EVENT
.	O

Selain	O
itu	O
,	O
di	O
desa	LOC
Latun	LOC
,	O
Kecamatan	LOC
Teupah	LOC
Barat	LOC
,	O
pihak	O
PUPR	O
Simeulue	LOC
juga	O
baru	O
saja	O
menyelesaikan	O
penanganan	O
jalan	O
yang	O
mengalami	O
longsor	EVENT
sebelumnya	O
.	O

Sementara	O
itu	O
,	O
insiden	EVENT
lain	O
terjadi	O
di	O
Awel	LOC
Sebel	LOC
,	O
Kecamatan	LOC
Teupah	LOC
Barat	LOC
,	O
di	O
mana	O
seorang	O
warga	O
bernama	O
Riski	O
meninggal	EVENT
setelah	O
menabrak	EVENT
kerbau	EVENT
saat	O
berkendara	O
pada	O
Sabtu	TIME
malam	TIME
(08/04/2023)	TIME
.	O

Insiden	EVENT
terjadi	O
ketika	O
sepeda	O
motor	O
Shogun	O
125	O
R	O
dengan	O
nomor	O
polisi	O
BL	O
3327	O
DT	O
yang	O
dikendarai	O
oleh	O
Riski	O
melaju	O
kencang	O
dari	O
Desa	LOC
Sital	LOC
menuju	O
Desa	LOC
Salur	LOC
.	O

Saat	O
melintasi	O
Desa	LOC
Awel	LOC
Sebel	LOC
,	O
Kecamatan	O
Teupah	LOC
Barat	LOC
,	O
seekor	O
kerbau	O
tiba-tiba	O
menyeberang	O
jalan	O
.	O
Karena	O
jarak	O
yang	O
terlalu	O
dekat	O
,	O
tabrakan	EVENT
tidak	O
dapat	O
dihindari	O
.	O

Kapolres	O
Simeulue	LOC
,	O
AKBP	O
Jatmiko	O
,	O
mengimbau	O
para	O
pengendara	O
motor	O
dan	O
mobil	O
untuk	O
lebih	O
berhati-hati	O
,	O
terutama	O
saat	O
berkendara	O
di	O
malam	TIME
hari	TIME
.	O

Karena"	O
dengan	O
kondisi	EVENT
jalan	O
yang	O
gelap	EVENT
,	O
pengendara	O
seringkali	O
tidak	O
menyadari	O
keberadaan	O
kerbau	O
di	O
tengah	O
jalan	O
yang	O
bisa	O
membahayakan	EVENT
mereka	O
,	O
"	O
ujar	O
Jatmiko	O
dalam	O
pernyataannya	O
pada	O
Minggu	TIME
(09/04/2023)	TIME
.	O

Ia	O
juga	O
menyampaikan	EVENT
imbauan	O
kepada	O
pemilik	O
kerbau	O
dan	O
sapi	O
untuk	O
tidak	O
melepasliarkan	O
ternaknya	O
,	O
karena	O
dapat	O
meningkatkan	O
risiko	O
kecelakaan	EVENT
bagi	O
pengguna	O
jalan	O
.	O

Jatmiko	O
menegaskan	O
bahwa	O
pihaknya	O
akan	O
bekerja	O
sama	O
dengan	O
instansi	O
terkait	O
di	O
Simeulue	LOC
untuk	O
melaksanakan	O
operasi	O
penertiban	EVENT
hewan	EVENT
ternak	O
liar	O
serta	O
membahas	O
kebijakan	O
terkait	O
penyediaan	O
lahan	O
ternak	O
bagi	O
masyarakat	O
.	O

Di	O
sisi	O
lain	O
,	O
sebuah	O
insiden	EVENT
tragis	O
terjadi	O
di	O
jalan	O
Banda	LOC
Aceh-Meulaboh	LOC
,	O
tepatnya	O
di	O
Gunung	LOC
Paro	LOC
,	O
Simpang	LOC
Seulawet	LOC
,	O
Gampong	LOC
Layeun	LOC
,	O
Kecamatan	LOC
Leupung	LOC
,	O
Aceh	LOC
Besar	LOC
.	O
Seorang	O
pengendara	O
sepeda	O
motor	O
meninggal	EVENT
setelah	O
terlindas	EVENT
truk	EVENT
tronton	O
pada	O
Rabu	TIME
(08/09/2021)	TIME
.	O

Insiden	EVENT
tersebut	O
terjadi	O
sekitar	O
pukul	O
16:30	TIME
,	O
menurut	O
penjelasan	O
Kapolsek	O
Leupung	LOC
,	O
Ipda	O
Husni	O
,	O
saat	O
dikonfirmasi	O
pada	O
hari	O
Rabu	TIME
(08/09/2021)	TIME
.	O

Korban	EVENT
diketahui	O
bernama	O
Mufki	O
Islami	O
,	O
seorang	O
mahasiswa	O
berusia	O
20	TIME
tahun	O
yang	O
berasal	O
dari	O
Gampong	LOC
Latak	LOC
Ayah	LOC
,	O
Kecamatan	O
Simeulue	LOC
Cut	LOC
,	O
Simeulue	LOC
.	O

Menurut	O
Husni	O
,	O
kejadian	EVENT
bermula	O
saat	O
korban	EVENT
dan	O
rekannya	O
,	O
Dayu	O
Ahmat	O
(	O
21	O
)	O
,	O
mengendarai	O
sepeda	O
motor	O
dengan	O
plat	O
nomor	O
BL	O
4886	O
VE	O
.	O
Mereka	O
bergerak	O
dari	O
Meulaboh	LOC
menuju	O
Banda	LOC
Aceh	LOC
dengan	O
kecepatan	O
sedang	O
.	O

Jauhari	O
(	O
52	O
)	O
,	O
warga	O
Kecamatan	O
Samatiga	LOC
,	O
Aceh	LOC
Barat	LOC
,	O
mengemudikan	O
truk	O
tronton	O
yang	O
melaju	O
dari	O
arah	O
Banda	LOC
Aceh-Meulaboh	LOC
menuju	O
lokasi	O
kejadian	O
.	O

Saat	O
mendekati	O
TKP	O
,	O
korban	EVENT
diperkirakan	O
kehilangan	EVENT
kendali	EVENT
dan	O
mendadak	EVENT
melakukan	O
pengereman	EVENT
ketika	O
melihat	O
truk	O
tronton	O
datang	O
dari	O
arah	O
berlawanan	O
.	O

"	O
Korban	EVENT
tiba-tiba	O
mengerem	O
menggunakan	O
rem	O
depan	O
,	O
ditambah	O
kondisi	O
jalan	EVENT
yang	O
licin	EVENT
karena	O
hujan	EVENT
,	O
sehingga	O
sepeda	O
motor	O
terjatuh	EVENT
dan	O
terseret	EVENT
ke	O
arah	O
ban	O
truk	O
,	O
"	O
ungkap	O
Husni	O
.	O

Korban	EVENT
mengalami	O
cedera	EVENT
fatal	O
di	O
bagian	O
kepala	EVENT
setelah	O
terlindas	EVENT
ban	EVENT
belakang	EVENT
truk	EVENT
tronton	O
yang	O
dikendarai	O
oleh	O
Jauhari	O
.	O

Jenazah	O
korban	O
kemudian	O
dievakuasi	O
ke	O
puskesmas	LOC
terdekat	O
,	O
sementara	O
rekannya	O
beruntung	O
karena	O
tidak	O
mengalami	O
luka	O
apa	O
pun	O
.	O

"	O
Kasus	EVENT
ini	O
sudah	O
ditangani	O
oleh	O
Sat	O
Lantas	O
Polres	O
Aceh	LOC
Besar	LOC
,	O
"	O
tutupnya	O
.	O

Seperti	O
kata	O
pepatah	O
,	O
musibah	O
tak	O
bisa	O
ditolak	O
.	O
Insiden	O
serupa	O
juga	O
terjadi	O
di	O
Simeulue	LOC
,	O
di	O
mana	O
seorang	O
pengendara	O
motor	O
bernama	O
Riki	O
,	O
27	O
tahun	O
,	O
meninggal	EVENT
setelah	O
menabrak	EVENT
kerbau	EVENT
yang	O
melintas	O
di	O
jalan	O
usai	O
shalat	TIME
Isya	TIME
.	O

Marzan	O
,	O
mantan	O
anggota	O
Komisi	O
Independen	O
Pemilu	O
(	O
KIP	O
)	O
Kabupaten	O
Simeulue	O
yang	O
tinggal	O
di	O
Desa	LOC
Awel	LOC
Sebel	LOC
,	O
Kecamatan	LOC
Teupah	LOC
Barat	LOC
,	O
Simeulue	LOC
membenarkan	O
terjadinya	O
insiden	O
yang	O
mengakibatkan	EVENT
kehilangan	EVENT
nyawa	EVENT
di	O
wilayahnya	O
itu	O
.	O

“Iya	O
,	O
benar	O
,	O
Riki	O
namanya	O
,	O
anak	O
Pak	O
Lahagu	O
dari	O
Desa	LOC
Sital	LOC
.	O
Korban	EVENT
meninggal	EVENT
di	O
Puskesmas	O
.	O
Saat	O
dibawa	O
,	O
keadaannya	O
sudah	O
sangat	O
kritis	O
,	O
”	O
ungkapnya	O
kepada	O
Waspada	O
pada	O
Sabtu	TIME
(8/4)	TIME
malam	TIME
.	O

Riki	O
diperkirakan	O
sedang	O
menuju	O
Kota	O
Salur	LOC
,	O
pusat	O
pemerintahan	O
Kecamatan	LOC
Teupah	LOC
Barat	LOC
,	O
ketika	O
insiden	O
terjadi	O
.	O

“Saat	O
ini	O
korban	EVENT
telah	O
dibawa	O
ke	O
Pustu	LOC
Desa	LOC
Lhok	LOC
Dalam	O
untuk	O
mendapatkan	O
penanganan	O
medis	O
,	O
”	O
ujar	O
Kapolsek	O
.	O

Kecelakaan	EVENT
lalu	O
lintas	O
melibatkan	O
mobil	O
Avanza	O
dan	O
sepeda	O
motor	O
jenis	O
Vario	O
terjadi	O
di	O
jalan	O
lintas	O
Desa	LOC
Lhok	LOC
Dalam	LOC
,	O
Kecamatan	LOC
Alafan	LOC
,	O
Kabupaten	LOC
Simeulue	LOC
pada	O
hari	O
Minggu	TIME
(30/04/2023)	TIME
.	O

Kapolres	O
Simeulue	LOC
,	O
AKBP	O
Jatmiko	O
,	O
SH	O
,	O
MH	O
,	O
melalui	O
Kapolsek	O
Alafan	LOC
,	O
IPDA	O
Mahyudin	O
,	O
mengonfirmasi	O
terjadinya	O
kecelakaan	EVENT
tersebut	O
.	O

“Benar	O
,	O
telah	O
terjadi	O
insiden	O
laka	EVENT
lantas	EVENT
antara	O
sepeda	O
motor	O
Vario	O
dan	O
mobil	O
Avanza	O
di	O
jalan	O
lintas	O
Desa	LOC
Lhok	LOC
Dalam	LOC
sekitar	O
pukul	O
17:30	TIME
,	O
”	O
ujar	O
Kapolsek	O
Alafan	LOC
,	O
IPDA	O
Mahyudin	O
.	O

Dalam	O
penjelasannya	O
,	O
Kapolsek	O
menguraikan	O
bahwa	O
kecelakaan	EVENT
terjadi	O
saat	O
pengemudi	O
mobil	O
Avanza	O
melaju	O
dari	O
arah	O
objek	O
wisata	O
Batu	LOC
Siambung-ambung	LOC
menuju	O
Kota	LOC
Sinabang	LOC
.	O

Selanjutnya	O
,	O
di	O
depan	O
terdapat	O
tikungan	O
,	O
dan	O
saat	O
tiba	O
di	O
tikungan	O
tersebut	O
,	O
terdapat	O
dua	O
kendaraan	O
Sepmor	O
yang	O
melaju	O
dari	O
arah	O
Sinabang	LOC
menuju	O
Alafan	LOC
.	O

“Sepmor	O
itu	O
menyerempet	EVENT
badan	O
mobil	O
pada	O
bagian	O
kanan	O
,	O
mengakibatkan	O
pengendara	O
Sepmor	O
terjatuh	EVENT
,	O
”	O
terangnya	O
.	O

Akibat	O
insiden	O
tersebut	O
,	O
pengendara	O
Sepmor	O
menderita	O
luka	EVENT
serius	O
pada	O
lutut	O
kanan	O
serta	O
merasakan	O
nyeri	EVENT
di	O
bagian	O
dada	O
.	O

Saat	O
ini	O
korban	O
telah	O
dibawa	O
ke	O
Pustu	O
Desa	LOC
Lhok	LOC
Dalam	LOC
guna	O
mendapatkan	O
perawatan	O
lebih	O
lanjut	O
,	O
”	O
ujar	O
Kapolsek	O
.	O

Diketahui	O
bahwa	O
pengemudi	O
mobil	O
Avanza	O
dengan	O
nomor	O
polisi	O
BK	O
1578	O
FU	O
adalah	O
Sarin	O
(	O
42	O
)	O
,	O
seorang	O
warga	O
Air	LOC
Dingin	LOC
,	O
Kecamatan	LOC
Simeulue	LOC
Timur	LOC
.	O

Sementara	O
itu	O
,	O
pengendara	O
Sepmor	O
jenis	O
Vario	O
bernomor	O
polisi	O
BL	O
4463	O
PAU	O
bernama	O
Alfi	O
(	O
15	O
)	O
,	O
yang	O
berasal	O
dari	O
Desa	LOC
Langi	LOC
,	O
Kecamatan	LOC
Alafan	LOC
.	O

Sebuah	O
kecelakaan	EVENT
lalu	EVENT
lintas	EVENT
telah	O
terjadi	O
di	O
depan	O
Bank	O
Aceh	O
Capem	LOC
Gampa	LOC
tepatnya	O
di	O
Jalan	LOC
Sisinga	LOC
Mangaraja	LOC
Meulaboh	LOC
,	O
Kabupaten	LOC
Aceh	LOC
Barat	LOC
pada	O
hari	O
Sabtu	TIME
(28/12/2019)	TIME
.	O

Berdasarkan	O
kesaksian	O
di	O
lokasi	O
kejadian	O
,	O
salah	O
satu	O
mahasiswa	O
yang	O
juga	O
PJ	O
Ippelmas	O
Universitas	O
STAIN	O
Teuku	O
Direndeng	O
Aceh	LOC
Barat	LOC
,	O
Ahmad	O
Hidayat	O
,	O
mengungkapkan	O
bahwa	O
insiden	O
tersebut	O
melibatkan	O
tiga	O
korban	O
,	O
di	O
mana	O
satu	O
orang	O
berada	O
dalam	O
kondisi	O
kritis	EVENT
,	O
sementara	O
dua	O
lainnya	O
mengalami	O
luka	O
dan	O
patah	O
tangan	O
.	O

“Salah	O
satu	O
korban	EVENT
yang	O
mengalami	O
kondisi	O
kritis	EVENT
adalah	O
seorang	O
mahasiswa	O
STAIN	O
MBO	O
bernama	O
Badrus	O
Salam	O
,	O
yang	O
berasal	O
dari	O
Kecamatan	LOC
Alafan	LOC
,	O
Kabupaten	LOC
Simeulue	LOC
,	O
”	O
jelas	O
Ahmad	O
.	O

Saat	O
hendak	O
menyeberang	O
jalan	O
,	O
saudara	O
Badrus	O
mengalami	O
insiden	EVENT
kecelakaan	EVENT
yang	O
mengakibatkan	O
tiga	O
orang	O
terluka	O
parah	O
.	O
Badrus	O
sendiri	O
langsung	O
kritis	EVENT
di	O
tempat	O
akibat	O
benturan	O
keras	O
pada	O
kepala	O
belakang	O
dan	O
wajahnya	O
mengalami	O
luka	O
parah	O
.	O
Dua	O
korban	O
lainnya	O
mengalami	O
patah	O
lengan	O
kiri	O
dan	O
retak	O
pada	O
bagian	O
dahi	O
.	O

Setelah	O
kejadian	O
tersebut	O
,	O
Badrus	O
segera	O
dilarikan	O
ke	O
RSUZA	LOC
Banda	LOC
Aceh	LOC
untuk	O
mendapatkan	O
penanganan	O
medis	O
yang	O
lebih	O
serius	O
.	O
Menanggapi	O
insiden	O
ini	O
,	O
Pj	O
Ippelmas	O
Aceh	LOC
Barat	LOC
bersama	O
mahasiswa	O
STAIN	O
dan	O
HMI	O
Aceh	LOC
Barat	LOC
serta	O
sejumlah	O
rekan	O
mahasiswa	O
lainnya	O
langsung	O
bergerak	O
untuk	O
meninjau	O
kondisi	O
para	O
korban	O
.	O
Mereka	O
juga	O
membantu	O
proses	O
rujukan	O
ke	O
Rumah	LOC
Sakit	LOC
Umum	LOC
Zainal	LOC
Abidin	LOC
(	O
RSUZA	O
)	O
Banda	LOC
Aceh	LOC
.	O

Ahmad	O
Hidayat	O
mengimbau	EVENT
seluruh	O
mahasiswa	O
Simeulue	O
untuk	O
lebih	O
berhati-hati	O
saat	O
berkendara	O
,	O
terutama	O
menjelang	O
Tahun	EVENT
Baru	EVENT
karena	O
momen	O
ini	O
sering	O
menjadi	O
masa	O
rawan	O
terjadinya	O
kecelakaan	EVENT
.	O

Demi"	O
membantu	O
keluarga	O
korban	EVENT
,	O
khususnya	O
Badrus	O
Salam	O
yang	O
berasal	O
dari	O
keluarga	O
kurang	O
mampu	O
di	O
Kecamatan	LOC
Alafan	LOC
Kabupaten	LOC
Simeulue	LOC
,	O
saya	O
mengajak	O
kita	O
semua	O
untuk	O
bersama-sama	O
menyisihkan	O
rezeki	O
guna	O
membantu	O
biaya	O
pengobatan	EVENT
Badrus	O
,"	O
ujar	O
Ahmad	O
.	O

Dalam	O
sepekan	O
terakhir	O
,	O
dua	O
kasus	EVENT
dugaan	O
bunuh	EVENT
diri	EVENT
dilaporkan	O
terjadi	O
di	O
Simeulue	LOC
.	O
Hingga	O
saat	O
ini	O
,	O
pihak	O
berwenang	O
masih	O
melakukan	O
penyelidikan	O
untuk	O
mengungkap	O
motif	O
di	O
balik	O
kejadian	O
tersebut	O
.	O

Aparat	O
Kepolisian	O
Negara	O
Unit	O
(	O
Polres	O
)	O
Simeulue	LOC
,	O
Kepolisian	LOC
Daerah	LOC
Aceh	LOC
,	O
menyelidiki	O
dua	O
perkara	O
tindakan	EVENT
bunuh	EVENT
diri	O
yang	O
terjadi	O
dalam	O
jangka	O
waktu	O
satu	O
minggu	O
terakhir	O
pada	O
awal	O
tahun	O
2025	TIME
di	O
wilayah	LOC
kepulauan	LOC
Samudra	LOC
Hindia	LOC
.	O

"	O
Dalam	O
kurun	O
waktu	O
satu	O
pekan	O
ini	O
,	O
terdapat	O
dua	O
kasus	O
tindakan	EVENT
bunuh	EVENT
diri	O
yang	O
terjadi	O
di	O
wilayah	LOC
Simeulue	LOC
.	O
Kami	O
saat	O
ini	O
masih	O
melakukan	O
investigasi	O
atas	O
dua	O
perkara	EVENT
tersebut	O
guna	O
mengungkapkan	O
motif	O
di	O
baliknya	O
,	O
"	O
ujar	O
Kepala	O
Unit	O
Kriminal	O
Polres	O
Simeulue	LOC
Inspektur	O
Zainur	O
Fauzi	O
di	O
Kabupaten	LOC
Simeulue	LOC
,	O
hari	O
Jumat	TIME
.	O

Petugas	O
kepolisian	O
tingkat	O
pertama	O
itu	O
mengungkap	O
bahwa	O
insiden	O
tindakan	EVENT
bunuh	EVENT
diri	O
pertama	O
terjadi	O
di	O
wilayah	LOC
Desa	LOC
Suak	LOC
Bulu	LOC
,	O
Kecamatan	O
Simeulue	LOC
Timur	LOC
.	O

Korban	O
,	O
seorang	O
laki-laki	O
berinisial	O
NF	O
,	O
ditemukan	EVENT
tergantung	EVENT
di	O
sebatang	O
pohon	LOC
di	O
belakang	LOC
kediamannya	LOC
pada	O
hari	O
Selasa	TIME
(7/1)	TIME
malam	TIME
.	O

Kasus	EVENT
kedua	O
terjadi	O
di	O
wilayah	LOC
Desa	LOC
Nasrehe	LOC
,	O
Kecamatan	O
Salang	LOC
,	O
pada	O
hari	O
Jumat	TIME
(10/1)	TIME
.	O

Korban	EVENT
,	O
seorang	O
laki-laki	O
dengan	O
inisial	O
KH	O
,	O
ditemukan	EVENT
gantung	EVENT
pada	O
pohon	O
dengan	O
leher	EVENT
terjerat	EVENT
akar	O
pepohonan	O
.	O

